Price,Year,Km,Fuel,Seller,Transmission,PreviousOwner
0.20419129500268673,2009,62000,Petrol,Dealer,Manual,0
0.6991920447482909,2014,58242,Diesel,Dealer,Manual,0
0.2562043795620438,2005,75000,Petrol,Dealer,Manual,0
0.7513884351519111,2015,40000,Diesel,Dealer,Automatic,0
0.17559262510974538,2008,89000,Petrol,Dealer,Automatic,0
0.31434712520150454,2012,72000,Petrol,Dealer,Manual,0
0.8172508861756597,2016,29000,Diesel,Dealer,Automatic,0
0.9120171673819742,2017,8700,Petrol,Dealer,Manual,0
0.3788285867813004,2013,45000,Petrol,Dealer,Manual,0
0.4718826405867971,2010,50024,Diesel,Dealer,Manual,0
0.9210526315789475,2016,3000,Petrol,Individual,Manual,0
0.934065934065934,2017,1400,Petrol,Individual,Manual,0
0.9269662921348314,2017,4000,Petrol,Individual,Manual,0
0.9062499999999999,2017,1200,Petrol,Individual,Manual,0
0.9183673469387756,2017,4100,Petrol,Individual,Manual,0
0.569620253164557,2015,21700,Petrol,Individual,Manual,0
0.391304347826087,2014,16500,Petrol,Individual,Manual,1
0.8333333333333334,2013,15000,Petrol,Individual,Manual,0
0.7999999999999999,2016,18000,Petrol,Individual,Manual,0
0.8163265306122449,2017,11000,Petrol,Individual,Manual,0
0.6741573033707865,2016,6000,Petrol,Individual,Manual,0
0.7666666666666666,2016,8700,Petrol,Individual,Manual,0
0.47916666666666663,2014,7000,Petrol,Individual,Manual,0
0.8214285714285714,2016,35000,Petrol,Individual,Manual,0
0.782312925170068,2015,17000,Petrol,Individual,Manual,0
0.7551020408163266,2015,17500,Petrol,Individual,Manual,0
0.7482993197278912,2013,33000,Petrol,Individual,Manual,0
0.5789473684210527,2015,14000,Petrol,Individual,Manual,0
0.7482993197278912,2015,26000,Petrol,Individual,Manual,0
0.5526315789473685,2013,5400,Petrol,Individual,Manual,0
0.8333333333333334,2016,5700,Petrol,Individual,Manual,0
0.7000000000000001,2011,6900,Petrol,Individual,Manual,0
0.8974358974358976,2016,6000,Petrol,Individual,Manual,0
0.6802721088435374,2013,46500,Petrol,Individual,Manual,0
0.5428571428571428,2012,11500,Petrol,Individual,Manual,0
0.5142857142857143,2009,40000,Petrol,Individual,Manual,0
0.9473684210526316,2017,1300,Petrol,Individual,Manual,0
0.9375,2016,7000,Petrol,Individual,Manual,0
0.9195402298850576,2017,3000,Petrol,Individual,Manual,0
0.9285714285714286,2017,5000,Petrol,Individual,Manual,0
0.8620689655172414,2017,11000,Petrol,Individual,Manual,0
0.9146341463414634,2015,18000,Petrol,Individual,Manual,0
0.7894736842105263,2017,3500,Petrol,Individual,Manual,0
0.7578947368421053,2016,500,Petrol,Individual,Manual,0
0.8024691358024691,2017,11800,Petrol,Individual,Manual,0
0.8783783783783784,2015,5000,Petrol,Individual,Manual,0
0.5416666666666667,2014,23500,Petrol,Individual,Manual,0
0.8259212198221093,2013,16000,Petrol,Individual,Manual,0
0.689655172413793,2016,15000,Petrol,Individual,Manual,0
0.631578947368421,2015,16600,Petrol,Individual,Manual,0
0.5,2013,32000,Petrol,Individual,Manual,0
0.7499999999999999,2016,20000,Petrol,Individual,Manual,0
0.7142857142857143,2015,29000,Petrol,Individual,Manual,0
0.7142857142857143,2016,25000,Petrol,Individual,Manual,0
0.6060606060606061,2014,25000,Petrol,Individual,Manual,0
0.7407407407407407,2012,19000,Petrol,Individual,Manual,0
0.6988564167725541,2014,15000,Petrol,Individual,Manual,0
0.6547619047619049,2015,58000,Petrol,Individual,Manual,0
0.5531914893617021,2010,45000,Petrol,Individual,Manual,0
0.5425531914893618,2016,24000,Petrol,Individual,Manual,0
0.6053268765133172,2011,6000,Petrol,Individual,Manual,0
0.9090909090909091,2016,31000,Petrol,Individual,Manual,0
0.5050505050505051,2012,13000,Petrol,Individual,Manual,0
0.5050505050505051,2013,45000,Petrol,Individual,Manual,0
0.5681818181818182,2014,8000,Petrol,Individual,Manual,0
0.9411764705882353,2017,4300,Petrol,Individual,Automatic,0
0.923076923076923,2017,15000,Petrol,Individual,Manual,0
0.5714285714285714,2015,23000,Petrol,Individual,Manual,0
0.8888888888888888,2017,8600,Petrol,Individual,Manual,0
0.8823529411764706,2017,4000,Petrol,Individual,Automatic,0
0.4736842105263158,2011,24000,Petrol,Individual,Manual,0
0.5447941888619855,2014,23000,Petrol,Individual,Manual,0
0.4545454545454546,2012,14500,Petrol,Individual,Manual,0
0.4736842105263158,2010,27000,Petrol,Individual,Manual,0
0.8333333333333333,2016,14000,Petrol,Individual,Manual,0
0.8333333333333333,2016,500,Petrol,Individual,Automatic,0
0.8181818181818181,2016,1000,Petrol,Individual,Manual,0
0.5185185185185185,2014,42000,Petrol,Individual,Manual,0
0.5753424657534246,2013,12000,Petrol,Individual,Manual,0
0.7407407407407407,2015,14000,Petrol,Individual,Manual,0
0.48192771084337355,2012,5500,Petrol,Individual,Manual,0
0.7272727272727273,2015,6700,Petrol,Individual,Manual,0
0.625,2014,13700,Petrol,Individual,Manual,0
0.7843137254901961,2017,1300,Petrol,Individual,Automatic,0
0.5277777777777778,2015,38600,Petrol,Individual,Manual,0
0.48284625158831,2011,75000,Petrol,Individual,Manual,0
0.3333333333333333,2011,30000,Petrol,Individual,Manual,0
0.6140350877192983,2016,24000,Petrol,Individual,Automatic,0
0.673076923076923,2014,19000,Petrol,Individual,Automatic,0
0.5882352941176471,2012,60000,Petrol,Individual,Manual,0
0.625,2016,50000,Petrol,Individual,Manual,0
0.5172413793103449,2013,30000,Petrol,Individual,Manual,0
0.574468085106383,2013,21000,Petrol,Individual,Manual,0
0.3333333333333333,2008,26000,Petrol,Individual,Manual,1
0.4310344827586207,2008,1900,Petrol,Individual,Automatic,0
0.4807692307692307,2010,22000,Petrol,Individual,Automatic,0
0.49019607843137253,2013,32000,Petrol,Individual,Manual,0
0.4385964912280702,2013,18000,Petrol,Individual,Manual,0
0.3508771929824562,2005,55000,Petrol,Individual,Manual,0
0.26666666666666666,2008,60000,Petrol,Individual,Manual,0
0.3508771929824562,2012,25000,Petrol,Individual,Manual,1
0.26666666666666666,2007,49000,Petrol,Individual,Manual,1
0.3076923076923077,2013,24000,Petrol,Individual,Manual,1
0.25412960609911056,2008,50000,Petrol,Individual,Manual,0
0.5625,2015,35000,Petrol,Individual,Manual,0
0.3137254901960784,2010,33000,Petrol,Individual,Manual,0
0.2631578947368421,2011,35000,Petrol,Individual,Manual,1
0.20689655172413793,2007,53000,Petrol,Individual,Manual,0
0.13333333333333333,2006,92233,Petrol,Individual,Manual,0
0.4786450662739323,2010,58000,Diesel,Dealer,Manual,1
0.7719298245614036,2015,28200,Petrol,Dealer,Manual,0
0.641304347826087,2011,53460,Petrol,Dealer,Manual,0
0.6207674943566592,2015,28282,Petrol,Dealer,Manual,0
0.9210526315789473,2016,3493,Petrol,Dealer,Manual,1
0.8064516129032259,2017,12479,Petrol,Dealer,Manual,0
0.9035087719298246,2015,34797,Petrol,Dealer,Automatic,0
0.9753086419753088,2017,3435,Petrol,Dealer,Manual,0
0.850877192982456,2015,21125,Diesel,Dealer,Manual,0
0.673913043478261,2012,35775,Petrol,Dealer,Manual,0
0.7944557133198107,2015,43535,Diesel,Dealer,Manual,0
0.8272058823529412,2016,22671,Petrol,Dealer,Manual,0
0.4270986745213549,2011,31604,Petrol,Dealer,Manual,0
0.9210526315789473,2017,20114,Petrol,Dealer,Manual,0
0.4787234042553191,2012,36100,Petrol,Dealer,Manual,0
0.654627539503386,2016,12500,Petrol,Dealer,Manual,0
0.7110609480812642,2016,15000,Petrol,Dealer,Manual,0
0.6861702127659575,2014,45078,Petrol,Dealer,Manual,0
0.4787234042553191,2012,36000,Petrol,Dealer,Manual,0
0.7900677200902935,2017,38488,Petrol,Dealer,Manual,0
0.6627393225331369,2013,32000,Petrol,Dealer,Automatic,0
0.7894736842105263,2014,77632,Diesel,Dealer,Manual,0
0.8776595744680851,2015,61381,Diesel,Dealer,Manual,0
0.5436170212765957,2013,36198,Petrol,Dealer,Automatic,0
0.5869565217391305,2011,22517,Petrol,Dealer,Manual,0
0.9210526315789473,2015,24678,Petrol,Dealer,Manual,0
0.5756207674943566,2011,57000,Petrol,Dealer,Manual,0
0.526595744680851,2012,60000,Diesel,Dealer,Manual,0
0.4565537555228277,2012,52132,Diesel,Dealer,Manual,0
0.6542553191489362,2013,45000,Diesel,Dealer,Manual,0
0.9840425531914894,2017,15001,Petrol,Dealer,Manual,0
0.7741717376605814,2015,12900,Petrol,Dealer,Automatic,0
0.6842105263157895,2013,53000,Diesel,Dealer,Manual,0
0.9649122807017544,2015,4492,Petrol,Dealer,Manual,0
0.9680851063829786,2017,15141,Petrol,Dealer,Manual,0
0.6997742663656885,2016,11849,Petrol,Dealer,Manual,0
0.8272058823529412,2015,68000,Diesel,Dealer,Manual,0
0.5106382978723404,2013,60241,Petrol,Dealer,Manual,0
0.4514672686230249,2012,23709,Petrol,Dealer,Manual,0
0.5691489361702127,2012,32322,Diesel,Dealer,Manual,0
0.6661991584852736,2015,35866,Petrol,Dealer,Manual,1
0.6171107994389903,2014,34000,Petrol,Dealer,Manual,0
0.8223684210526316,2016,7000,Petrol,Dealer,Manual,0
0.6329787234042553,2013,49000,Diesel,Dealer,Manual,0
0.5531914893617021,2012,71000,Diesel,Dealer,Manual,0
0.5522827687776142,2012,35000,Petrol,Dealer,Manual,0
0.6329787234042553,2015,36000,Petrol,Dealer,Manual,0
0.8695652173913044,2013,30000,Petrol,Dealer,Manual,0
0.6907894736842105,2016,17000,Petrol,Dealer,Manual,0
0.948529411764706,2016,35934,Diesel,Dealer,Manual,0
0.5050505050505051,2013,56701,Petrol,Dealer,Manual,0
0.7917888563049854,2015,31427,Petrol,Dealer,Automatic,0
0.7272727272727273,2014,48000,Diesel,Dealer,Manual,0
0.5303030303030303,2013,54242,Petrol,Dealer,Manual,0
0.5607476635514019,2012,53675,Petrol,Dealer,Manual,0
0.7536764705882353,2016,49562,Petrol,Dealer,Manual,0
0.625,2015,40324,Petrol,Dealer,Manual,0
0.6176470588235294,2015,25000,Petrol,Dealer,Manual,0
0.5571428571428572,2014,36054,Petrol,Dealer,Manual,0
0.6727941176470589,2016,29223,Petrol,Dealer,Manual,0
0.9212730318257957,2016,5600,Petrol,Dealer,Manual,0
0.6896551724137931,2015,40023,Petrol,Dealer,Manual,0
0.8571428571428571,2016,16002,Petrol,Dealer,Manual,0
0.5714285714285714,2015,40026,Petrol,Dealer,Manual,0
0.7471264367816093,2017,21200,Petrol,Dealer,Manual,0
0.5214285714285715,2014,35000,Petrol,Dealer,Manual,0
0.8882978723404255,2016,19434,Diesel,Dealer,Manual,0
0.8275862068965517,2017,19000,Petrol,Dealer,Manual,0
0.67,2015,18828,Petrol,Dealer,Manual,0
0.41,2011,69341,Petrol,Dealer,Manual,0
0.3,2009,69562,Petrol,Dealer,Manual,0
0.75,2015,27600,Petrol,Dealer,Manual,0
0.3,2010,61203,Petrol,Dealer,Manual,0
0.7794117647058824,2014,16500,Petrol,Dealer,Manual,0
0.8014705882352942,2016,30753,Petrol,Dealer,Automatic,0
0.636029411764706,2015,24800,Petrol,Dealer,Manual,0
0.7132352941176471,2015,21780,Petrol,Dealer,Manual,0
0.7142857142857143,2016,4000,Petrol,Dealer,Manual,0
0.4595588235294118,2014,40126,Petrol,Dealer,Manual,0
0.8898305084745762,2015,14465,Petrol,Dealer,Manual,0
0.27631578947368424,2006,50456,Petrol,Dealer,Manual,0
0.5892857142857143,2014,63000,Diesel,Dealer,Manual,0
0.7618644067796609,2016,9010,Petrol,Dealer,Manual,0
0.5932203389830508,2013,9800,Petrol,Dealer,Manual,0
0.8705882352941177,2016,15059,Petrol,Dealer,Automatic,0
0.7151898734177216,2016,28569,Petrol,Dealer,Manual,0
0.7666666666666667,2015,44000,Petrol,Dealer,Automatic,0
0.6176470588235294,2015,34000,Petrol,Dealer,Manual,0
0.7433823529411765,2016,10980,Petrol,Dealer,Manual,0
0.703125,2014,19000,Petrol,Dealer,Manual,0
0.8852459016393444,2015,31427,Petrol,Dealer,Manual,0
0.7619047619047619,2016,12000,Petrol,Dealer,Manual,0
0.3282828282828283,2010,38000,Petrol,Dealer,Manual,0
0.5514705882352942,2014,33019,Petrol,Dealer,Manual,0
0.653170359052712,2015,60076,Diesel,Dealer,Manual,0
0.8189655172413793,2016,33988,Diesel,Dealer,Manual,0
0.6779661016949152,2015,60000,Petrol,Dealer,Manual,0
0.30454545454545456,2009,87934,Petrol,Dealer,Manual,0
0.92,2017,9000,Diesel,Dealer,Manual,0
0.8983050847457626,2016,5464,Petrol,Dealer,Manual,0
